course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
hard,reading,46-60,16,1,31.61543323587116,desktop,30,N,N
medium,video,18-25,0,0,26.26560906922088,desktop,30,N,N
medium,reading,46-60,15,6,46.21189126534163,desktop,10,N,Y
medium,coding,36-45,1,7,38.556831382219045,mobile,5,N,Y
easy,reading,18-25,15,1,18.210536895988902,mobile,20,Y,Y
easy,video,36-45,17,2,17.596372013773063,desktop,5,N,N
medium,coding,26-35,2,4,35.903162416275705,desktop,20,Y,Y
medium,reading,26-35,9,4,27.872704062192003,mobile,10,Y,N
easy,video,36-45,2,7,29.68284054311163,desktop,8,Y,N
easy,video,26-35,11,3,42.87040037652234,mobile,10,N,Y
easy,video,18-25,19,0,39.108445739820425,mobile,10,N,Y
medium,video,26-35,1,3,45.95847898102118,mobile,30,N,Y
easy,video,18-25,8,4,6.821566723519602,desktop,5,N,Y
medium,video,18-25,20,4,33.04077500665441,mobile,30,N,N
hard,coding,26-35,6,4,38.33626226876648,desktop,1,N,Y
medium,video,18-25,2,7,11.680969719747793,mobile,20,N,Y
medium,reading,36-45,10,6,22.141252304280336,mobile,30,N,N
easy,reading,26-35,10,2,19.91417805205297,mobile,8,N,N
medium,video,18-25,13,2,30.260378052718995,mobile,3,Y,Y
medium,combined,26-35,6,5,49.53424762432877,desktop,20,N,Y
easy,coding,26-35,20,3,54.27107285597881,desktop,20,N,Y
medium,video,18-25,10,3,20.228549363120614,mobile,8,Y,Y
hard,video,26-35,6,1,36.31868700592289,desktop,10,Y,N
medium,coding,26-35,20,2,36.70557422570778,desktop,20,N,Y
easy,video,26-35,19,5,34.65150925817697,mobile,5,N,Y
hard,combined,26-35,10,6,34.78775561687081,mobile,15,N,Y
medium,video,46-60,0,6,33.64491002941594,desktop,8,N,Y
easy,coding,26-35,12,2,50.25084144967704,mobile,5,Y,N
medium,video,36-45,11,1,43.229598172416694,desktop,20,N,N
hard,video,18-25,3,1,17.278153228820795,mobile,8,Y,Y
easy,coding,26-35,13,3,39.54865297056659,mobile,30,N,Y
medium,combined,18-25,17,4,40.708480494137426,desktop,10,N,N
medium,video,26-35,2,7,33.77960744582147,desktop,10,N,Y
easy,reading,36-45,15,7,43.57709244603275,desktop,8,N,Y
medium,combined,26-35,2,0,32.25688841158845,mobile,8,Y,N
easy,video,46-60,15,5,32.40561265291501,desktop,20,N,Y
easy,video,18-25,8,2,31.45488653612452,desktop,15,N,Y
medium,coding,18-25,0,1,5.781070970403974,desktop,20,Y,Y
easy,reading,26-35,20,4,29.035219273129513,desktop,8,N,Y
easy,video,26-35,3,0,21.98099310654515,desktop,5,N,N
easy,video,26-35,12,2,15.762624261689314,mobile,3,N,Y
medium,combined,18-25,3,4,47.20821941687427,desktop,20,N,N
medium,reading,26-35,19,2,36.050490222413494,desktop,8,N,N
medium,coding,26-35,15,4,29.642027028665428,desktop,10,Y,Y
medium,coding,26-35,16,3,23.222359786770884,desktop,10,Y,N
medium,combined,26-35,9,6,33.55403501554488,desktop,8,N,Y
easy,video,26-35,9,1,41.89723311981016,mobile,15,Y,N
medium,combined,46-60,13,0,20.07640987743671,mobile,15,N,Y
hard,coding,36-45,16,4,29.94205953268068,mobile,40,N,N
medium,coding,46-60,17,2,40.41679798621407,desktop,3,N,N
hard,video,36-45,0,5,6.767986450990442,desktop,10,Y,Y
easy,reading,36-45,13,0,29.309162851135152,desktop,3,N,N
easy,reading,18-25,2,4,24.848503553429538,desktop,20,Y,Y
hard,video,18-25,6,7,28.394041706939593,mobile,15,N,Y
hard,coding,18-25,17,0,23.980457323537166,desktop,8,N,N
hard,video,46-60,5,2,31.651495262487547,desktop,20,N,Y
easy,video,36-45,16,6,53.08352664507262,mobile,10,N,Y
medium,combined,18-25,9,4,26.112930312857387,desktop,5,N,Y
medium,video,18-25,4,1,33.50053210912928,desktop,10,N,N
medium,coding,18-25,7,1,53.936957020909354,mobile,3,N,N
medium,combined,36-45,11,6,23.399813059529336,desktop,20,Y,Y
medium,video,18-25,16,6,51.77610418714763,desktop,15,N,Y
medium,video,18-25,12,2,30.063876079525286,mobile,20,Y,Y
hard,combined,26-35,19,3,51.38275471037912,desktop,20,N,Y
hard,video,18-25,18,6,39.002413499355825,desktop,20,N,Y
hard,coding,36-45,15,1,33.68530035098906,mobile,8,N,Y
easy,video,18-25,12,1,29.21243181736096,desktop,3,N,Y
easy,video,26-35,6,6,22.511502721449475,mobile,8,N,Y
medium,video,18-25,8,1,30.909498599572235,mobile,30,Y,Y
medium,coding,36-45,2,6,40.76833750824029,desktop,30,Y,N
hard,reading,26-35,7,3,29.842662828039952,mobile,20,Y,Y
medium,video,26-35,19,7,26.200526339257706,mobile,5,N,Y
hard,reading,26-35,8,0,26.990609589866725,mobile,5,N,Y
medium,video,36-45,2,7,41.90971936299664,desktop,20,N,N
easy,coding,18-25,13,1,44.70193746119827,desktop,3,N,Y
easy,coding,26-35,20,0,21.994193834779555,mobile,10,N,Y
easy,reading,26-35,18,5,21.976945710630122,mobile,8,N,Y
easy,video,36-45,5,4,34.552307036005345,desktop,8,Y,Y
medium,video,36-45,9,6,48.33038477708706,mobile,15,N,Y
easy,video,18-25,11,0,43.75188369975072,mobile,30,N,N
medium,coding,26-35,5,0,14.97777345384106,mobile,20,N,Y
hard,combined,26-35,5,4,26.831088360097656,desktop,10,N,Y
easy,video,36-45,4,7,18.832757343725852,mobile,8,N,N
medium,coding,26-35,20,3,26.7898497370169,mobile,30,N,Y
easy,reading,26-35,15,6,49.25291995242425,desktop,10,Y,Y
hard,reading,26-35,17,7,12.928792214603796,desktop,10,N,Y
hard,video,18-25,17,6,10.573616480637718,desktop,15,N,Y
medium,reading,18-25,20,4,20.057350158796773,desktop,5,Y,Y
hard,video,18-25,2,5,33.447727230911916,desktop,3,N,Y
easy,video,18-25,18,4,37.44905784768908,desktop,20,N,Y
easy,coding,26-35,1,5,35.2493812183384,mobile,15,N,Y
medium,video,18-25,9,4,44.1082248387722,desktop,5,N,Y
medium,video,26-35,12,4,8.842972869192849,desktop,5,N,N
easy,video,26-35,7,3,44.26003846030724,desktop,40,N,Y
hard,reading,26-35,3,5,26.2548561594445,mobile,15,N,N
easy,reading,26-35,4,6,38.77793171765841,desktop,15,Y,Y
medium,video,18-25,17,7,14.118894878841548,desktop,3,Y,Y
hard,coding,26-35,6,4,30.059480364108843,desktop,30,N,Y
medium,coding,26-35,6,0,32.83524924706816,desktop,20,N,Y
hard,coding,26-35,19,4,43.869012449981014,mobile,10,Y,Y
medium,reading,26-35,3,2,10.976944528706817,mobile,8,N,N
easy,video,36-45,19,0,30.36903058241885,desktop,15,N,Y
easy,video,36-45,19,0,16.977176506294285,mobile,20,Y,N
medium,video,26-35,12,4,36.0659525304993,mobile,20,Y,Y
easy,coding,26-35,3,7,39.326598437473514,mobile,40,Y,N
medium,coding,36-45,3,4,45.44604291009705,mobile,15,N,Y
easy,coding,26-35,5,3,23.579646548299507,desktop,8,N,N
hard,video,36-45,12,0,41.126717828265484,desktop,10,N,N
medium,coding,36-45,3,5,46.33081904972464,desktop,20,N,Y
hard,coding,26-35,9,0,10.281036361734397,desktop,5,N,N
medium,reading,18-25,2,6,37.348139041181405,desktop,5,N,Y
medium,coding,18-25,11,6,41.50213504536127,mobile,15,Y,Y
medium,video,36-45,0,7,26.89528336335075,desktop,8,Y,Y
easy,coding,18-25,14,2,15.470717069698697,mobile,20,Y,Y
easy,video,18-25,1,1,41.31546907331596,desktop,3,Y,N
medium,video,26-35,4,2,15.605894069306919,mobile,8,Y,N
medium,combined,18-25,3,6,27.85978278586917,desktop,5,Y,N
hard,reading,36-45,17,1,29.51851130636005,desktop,15,Y,N
medium,combined,36-45,1,7,38.58645662044799,desktop,20,N,N
easy,reading,26-35,9,1,22.48042128584961,desktop,10,N,Y
medium,video,36-45,12,0,21.78499573406574,desktop,10,N,N
hard,reading,36-45,10,1,31.18698574515733,desktop,3,Y,N
easy,video,26-35,14,6,42.07668573143699,desktop,15,Y,Y
easy,coding,18-25,16,4,57.44940000783777,desktop,40,N,N
medium,video,18-25,8,2,11.910225602654705,desktop,20,N,Y
medium,reading,18-25,17,5,33.78410421343894,desktop,5,N,Y
hard,video,18-25,6,5,16.961579685188497,desktop,15,N,Y
easy,reading,26-35,20,4,42.22573491848091,mobile,5,Y,Y
hard,coding,46-60,10,4,18.737465432289206,mobile,1,N,Y
medium,coding,18-25,15,0,21.904221381812114,mobile,5,N,N
medium,coding,18-25,18,2,22.928749691232046,desktop,3,N,Y
easy,video,18-25,16,4,29.085612735362353,desktop,5,Y,Y
medium,combined,18-25,17,1,33.87837116230449,mobile,20,Y,Y
medium,coding,46-60,11,3,35.80441672330216,mobile,5,N,N
hard,reading,60+,0,0,29.9307894458066,desktop,20,N,Y
easy,video,26-35,10,6,14.041307730713024,mobile,30,Y,Y
medium,combined,26-35,3,0,38.73343380372227,desktop,10,Y,Y
easy,coding,18-25,18,0,29.364496036043665,desktop,10,Y,Y
easy,reading,18-25,4,5,43.940817480176385,mobile,20,Y,Y
medium,reading,26-35,4,1,21.507134646240758,desktop,3,N,Y
medium,video,36-45,5,2,10.772703271788068,mobile,8,N,Y
medium,reading,46-60,13,2,29.591687967803097,mobile,10,N,Y
hard,video,46-60,11,1,45.55143225941118,desktop,20,N,Y
hard,reading,46-60,19,6,31.93130563939261,mobile,20,Y,Y
easy,video,26-35,8,5,27.60396240992572,mobile,20,Y,Y
medium,reading,18-25,5,1,19.5558357881108,desktop,15,N,Y
easy,video,26-35,1,5,51.09319760016987,desktop,10,N,N
medium,combined,36-45,0,5,17.644768861382648,mobile,20,N,Y
medium,combined,26-35,7,4,21.29526890846112,mobile,20,N,N
easy,reading,36-45,19,4,36.840410353008274,mobile,10,N,Y
easy,video,26-35,10,7,7.727751721358523,mobile,40,N,Y
medium,coding,26-35,18,3,45.29508798457608,desktop,20,N,Y
easy,reading,26-35,2,3,37.49031737060827,mobile,10,N,N
hard,video,36-45,1,4,40.790772861733316,mobile,3,N,Y
easy,video,46-60,17,6,36.69740414339585,mobile,5,N,Y
easy,coding,26-35,2,5,28.06651779052356,mobile,20,N,Y
medium,reading,18-25,1,0,17.242215478134924,mobile,3,N,N
medium,reading,36-45,8,3,28.319094705300472,mobile,10,N,Y
hard,coding,46-60,19,5,18.297164258968383,desktop,15,N,N
medium,video,18-25,14,1,35.833863720916604,desktop,20,Y,N
medium,coding,26-35,2,7,39.681357966577224,desktop,20,N,N
medium,video,18-25,17,6,47.721703574378495,desktop,20,N,Y
easy,video,26-35,17,6,34.46121168663436,mobile,8,Y,Y
easy,video,26-35,16,0,41.094904279142234,desktop,3,N,Y
medium,video,26-35,18,4,26.434263153238295,desktop,15,N,Y
medium,video,26-35,5,4,24.260674343901663,mobile,5,N,Y
easy,coding,36-45,20,5,35.68406268980162,mobile,10,N,Y
easy,video,26-35,6,6,25.362325527397097,mobile,40,Y,Y
easy,video,26-35,16,2,33.23022946593189,desktop,10,N,N
easy,video,18-25,12,4,17.26569372797495,desktop,15,N,Y
easy,coding,46-60,16,5,19.420467810284386,mobile,15,N,N
medium,video,36-45,13,6,37.624911612219485,mobile,20,N,Y
easy,coding,36-45,13,6,40.64028090487315,desktop,8,N,Y
medium,coding,18-25,12,2,18.172125972399833,desktop,10,Y,Y
easy,video,26-35,16,7,38.047371726077046,mobile,5,N,Y
hard,video,46-60,15,0,23.607171923576704,desktop,15,N,N
easy,combined,26-35,2,3,30.19806211440372,desktop,5,N,Y
hard,reading,18-25,17,4,47.00333298948776,mobile,10,Y,N
medium,combined,18-25,11,0,39.689846808275384,mobile,20,N,N
easy,combined,26-35,6,3,39.55046385626631,desktop,1,N,N
easy,video,26-35,10,4,52.9054843014836,mobile,10,N,N
medium,video,18-25,20,4,21.55344790740243,desktop,5,Y,Y
easy,reading,18-25,18,0,18.169500300089453,desktop,5,N,N
easy,reading,26-35,17,2,21.334532757256913,mobile,1,N,Y
easy,reading,18-25,9,1,26.94598735912062,desktop,5,N,Y
medium,combined,18-25,16,5,2.0,desktop,40,N,Y
medium,video,18-25,8,2,27.510861159638274,desktop,40,N,N
easy,video,36-45,14,4,23.46515121726106,desktop,15,N,Y
medium,coding,36-45,13,5,39.40511720877359,desktop,15,N,Y
hard,coding,18-25,5,6,34.22903254812048,mobile,20,N,Y
easy,coding,18-25,5,1,22.79164046676796,mobile,20,N,Y
medium,video,26-35,1,7,37.07953014435485,desktop,10,N,Y
medium,coding,26-35,2,1,38.679156717885235,mobile,1,N,N
easy,reading,26-35,9,0,20.77745052250307,mobile,15,N,N
hard,video,26-35,10,0,24.08370893541098,mobile,40,N,Y
easy,coding,18-25,3,1,3.29564175482421,desktop,5,N,Y
medium,reading,46-60,8,6,16.91208030756858,desktop,10,N,Y
easy,video,18-25,12,1,21.090365274917062,desktop,8,Y,Y
hard,video,46-60,4,5,30.889994119272263,mobile,8,Y,Y
easy,video,18-25,7,3,18.655407847682216,desktop,15,Y,Y
easy,combined,18-25,7,0,23.838576155410692,desktop,8,N,Y
easy,coding,26-35,10,3,15.29603182100881,mobile,30,N,Y
medium,video,26-35,7,0,32.05336678237525,desktop,20,N,N
easy,reading,18-25,15,3,35.10857513501889,desktop,1,Y,Y
easy,video,18-25,6,4,34.82838418103787,desktop,20,N,Y
hard,video,18-25,9,4,30.148333582863113,mobile,20,N,Y
medium,coding,26-35,7,2,11.507124041983268,mobile,10,N,Y
medium,reading,26-35,3,6,22.56055603328579,mobile,10,N,Y
easy,video,36-45,14,4,25.11231993217819,desktop,20,Y,Y
medium,reading,18-25,4,2,25.160456244952496,desktop,8,N,Y
easy,video,36-45,6,3,30.899774615878037,mobile,5,Y,N
medium,coding,18-25,16,0,47.10649646845223,mobile,8,N,Y
medium,combined,18-25,19,7,39.7451545522152,mobile,5,N,Y
easy,video,26-35,14,6,18.149786641815666,desktop,15,N,Y
easy,combined,18-25,19,2,38.1408345035596,desktop,5,N,Y
medium,video,46-60,17,5,37.683628411988835,mobile,15,N,Y
easy,video,36-45,10,5,20.32719032458122,desktop,10,N,Y
easy,reading,36-45,16,4,40.186391071625266,desktop,20,Y,N
easy,coding,26-35,6,0,28.07548036865684,mobile,10,N,N
easy,coding,26-35,9,7,13.080558119826662,mobile,30,Y,Y
easy,combined,18-25,11,7,35.4624326956457,desktop,30,Y,Y
easy,video,26-35,20,7,32.60354188337429,mobile,5,Y,Y
medium,video,46-60,17,7,27.267868449770067,desktop,15,N,Y
medium,reading,26-35,10,7,29.550562980200407,desktop,5,N,N
easy,reading,26-35,13,5,21.370974253338456,desktop,20,Y,Y
medium,combined,36-45,4,0,37.32156604556531,mobile,15,N,Y
medium,video,26-35,16,3,29.478592385892888,desktop,5,Y,Y
easy,reading,26-35,11,1,31.997386127378736,mobile,5,N,Y
hard,reading,46-60,11,1,34.285703093146466,desktop,8,N,Y
hard,video,26-35,16,6,16.1449726268841,desktop,20,N,Y
easy,video,18-25,13,6,19.268603737415376,mobile,20,Y,Y
medium,reading,18-25,1,4,3.4806664846054893,desktop,1,N,Y
medium,combined,26-35,6,5,36.77690710188489,desktop,8,N,Y
hard,video,36-45,3,1,15.453479715038803,mobile,8,N,N
medium,video,18-25,15,1,31.590836518747828,mobile,10,Y,N
easy,video,18-25,0,6,34.45185869927463,mobile,3,N,Y
hard,combined,46-60,4,3,37.22823406671024,mobile,8,N,Y
easy,video,18-25,12,4,15.55179703396729,desktop,20,Y,Y
medium,coding,26-35,14,3,29.218060582311708,mobile,10,N,Y
medium,combined,60+,10,1,50.04336504945299,mobile,15,Y,Y
easy,video,26-35,18,6,50.5717761598118,mobile,10,N,Y
easy,video,18-25,19,6,41.84787712832341,mobile,10,N,Y
hard,combined,26-35,2,5,34.04991766582607,mobile,15,N,Y
medium,video,18-25,20,2,17.93872333385547,mobile,5,Y,Y
medium,coding,26-35,12,5,38.62345950469263,desktop,5,N,Y
easy,reading,26-35,13,7,28.10374525503791,mobile,40,Y,Y
medium,video,18-25,1,5,36.72633930327413,desktop,20,N,Y
hard,combined,46-60,13,3,22.405878541774598,mobile,15,N,N
easy,coding,18-25,15,2,27.924802645920852,desktop,3,Y,N
easy,video,18-25,12,4,31.969768320917098,desktop,1,N,Y
medium,coding,36-45,1,2,32.955337097926304,mobile,5,Y,Y
medium,video,18-25,10,4,35.924672573522976,mobile,30,N,Y
easy,coding,18-25,19,0,23.049660185701207,desktop,20,N,N
medium,video,18-25,15,1,13.880586574677565,desktop,10,Y,Y
medium,reading,26-35,2,6,49.49742047879754,desktop,30,N,N
easy,coding,36-45,20,3,59.871050028280294,mobile,3,N,Y
medium,coding,18-25,20,3,35.36904853442854,desktop,10,N,Y
medium,combined,26-35,3,4,14.112094863238674,desktop,5,N,N
easy,reading,18-25,16,3,20.72165859788548,desktop,8,Y,Y
easy,reading,26-35,8,6,36.10941082861163,mobile,30,Y,Y
easy,video,26-35,12,1,46.09338734017543,mobile,20,N,Y
medium,video,60+,9,6,15.445312385497726,desktop,3,Y,Y
hard,combined,36-45,16,1,28.508006149813184,desktop,5,N,Y
medium,video,18-25,20,2,32.35118477332763,mobile,10,N,Y
hard,video,18-25,16,4,40.3749414154305,mobile,3,N,N
easy,video,46-60,19,7,25.87678686719545,desktop,10,N,Y
medium,reading,18-25,19,1,11.234223704136905,mobile,10,N,Y
hard,coding,18-25,1,4,37.45437071343483,desktop,5,Y,Y
easy,coding,26-35,5,0,43.497551582054854,desktop,5,N,Y
medium,coding,36-45,15,0,29.00890245905807,mobile,5,Y,Y
hard,reading,36-45,12,6,34.862881095677174,mobile,30,N,N
easy,combined,26-35,1,5,24.306105246875152,mobile,8,Y,Y
medium,combined,36-45,1,3,19.85072646328927,mobile,10,N,N
hard,reading,18-25,10,4,42.317108166566626,mobile,8,Y,Y
hard,video,18-25,12,3,34.64995017377353,mobile,15,N,N
medium,reading,18-25,3,2,35.88442319282259,desktop,3,N,Y
medium,coding,18-25,3,3,48.02538177593536,mobile,3,N,Y
hard,reading,60+,2,2,17.341891988177125,desktop,15,N,N
medium,combined,18-25,11,6,23.375684782086935,mobile,15,N,N
medium,combined,26-35,0,3,31.895200186016346,mobile,5,N,Y
medium,video,26-35,12,2,23.2282411468651,desktop,8,N,Y
easy,video,26-35,9,4,39.3976384232694,desktop,30,Y,Y
hard,video,18-25,9,6,27.75120934915219,desktop,3,Y,Y
medium,video,26-35,14,2,18.089606310033723,desktop,5,N,N
hard,video,18-25,10,7,30.789260102251937,desktop,8,Y,N
medium,reading,18-25,15,3,32.04406524968145,desktop,5,Y,N
easy,video,18-25,16,5,41.216184754755965,desktop,15,Y,Y
easy,combined,18-25,19,7,34.71769083776909,desktop,15,N,Y
easy,video,18-25,16,3,35.53375669631803,desktop,10,Y,N
easy,video,26-35,10,1,33.843500208086695,desktop,15,N,Y
easy,coding,46-60,10,5,27.741329744496834,mobile,8,N,Y
medium,video,18-25,4,0,21.405370618664826,mobile,20,N,Y
medium,coding,26-35,12,3,33.466060219912514,mobile,1,N,N
hard,combined,26-35,2,7,26.00250280939631,mobile,8,N,N
medium,video,36-45,19,3,50.277871445292185,mobile,15,N,Y
hard,video,36-45,17,5,46.10618753727863,desktop,8,N,Y
medium,video,18-25,2,4,37.5940695882193,mobile,3,N,N
medium,video,46-60,16,1,34.541603271515825,mobile,8,N,Y
hard,reading,18-25,2,2,28.944491388225874,desktop,15,Y,N
easy,video,26-35,15,4,14.86651522383438,desktop,3,Y,Y
easy,video,36-45,1,0,27.405933320136413,mobile,15,N,N
medium,video,18-25,10,3,31.21680040086308,mobile,20,N,Y
medium,coding,36-45,13,3,32.753477693335945,mobile,15,N,Y
hard,coding,18-25,15,6,35.63443640418991,desktop,5,Y,Y
easy,video,36-45,8,0,41.05596237453222,mobile,20,N,Y
hard,reading,26-35,19,6,21.694151139685594,mobile,5,N,Y
medium,reading,26-35,16,3,21.803092713491864,mobile,30,N,Y
easy,coding,36-45,4,5,47.410280156917906,desktop,15,Y,Y
medium,reading,26-35,14,4,39.25177907031778,desktop,3,N,Y
hard,combined,26-35,15,2,25.310748694400147,desktop,20,N,Y
easy,reading,26-35,7,7,28.713465972573157,desktop,10,Y,Y
medium,video,60+,15,1,28.767432639901216,desktop,10,Y,Y
hard,video,36-45,18,0,30.378889467376595,mobile,8,Y,Y
hard,reading,18-25,17,6,35.67219710686336,desktop,15,Y,Y
easy,video,36-45,16,4,60.41991295319797,mobile,15,N,Y
medium,video,26-35,13,7,32.27707873395183,mobile,20,Y,N
hard,reading,26-35,5,3,37.95117780510301,mobile,5,N,N
hard,video,18-25,16,0,9.762279525718288,desktop,15,N,N
medium,reading,18-25,7,0,24.18120008665398,desktop,15,Y,N
medium,coding,26-35,11,3,44.745780032599264,desktop,15,N,Y
easy,combined,46-60,6,1,34.827784696279394,mobile,10,N,N
easy,video,18-25,6,7,2.0,desktop,8,Y,N
medium,video,26-35,3,0,38.088278427794364,desktop,20,N,N
hard,video,60+,20,7,53.01797273554523,mobile,8,Y,N
easy,video,18-25,3,1,6.049108966562482,mobile,5,N,Y
easy,combined,26-35,1,0,48.23265210774615,mobile,10,N,Y
easy,video,36-45,19,2,2.0,mobile,5,Y,Y
easy,video,26-35,11,1,41.25598734064096,mobile,1,N,Y
easy,combined,36-45,9,3,29.896216487853117,mobile,3,N,Y
easy,coding,36-45,15,2,2.0,desktop,15,N,Y
easy,reading,18-25,8,4,35.35365392687744,mobile,40,N,Y
easy,video,18-25,2,4,43.8100769898247,mobile,10,N,Y
medium,video,26-35,15,0,34.36664404585888,mobile,3,N,N
hard,video,26-35,3,0,37.017931644715354,desktop,20,N,N
easy,reading,18-25,11,1,25.059886651931258,desktop,5,N,N
easy,coding,36-45,19,1,7.663322937347736,desktop,40,Y,Y
easy,reading,46-60,19,0,38.30236826804477,mobile,10,N,N
medium,video,36-45,7,2,50.99704703335555,desktop,5,N,N
medium,combined,26-35,16,4,43.55497025072951,mobile,10,N,N
medium,reading,18-25,12,2,6.145490044783848,desktop,8,N,Y
easy,reading,18-25,10,2,11.821267113468792,mobile,20,N,Y
easy,video,36-45,2,3,19.848387098431914,mobile,3,N,Y
easy,coding,46-60,7,4,10.88429458463828,mobile,20,Y,N
hard,combined,26-35,13,2,30.530279034672468,desktop,20,N,Y
medium,coding,36-45,20,1,34.720989662166275,desktop,20,N,N
medium,reading,18-25,0,3,12.83696060109159,mobile,20,N,Y
easy,coding,26-35,15,0,39.32554151130634,desktop,5,N,Y
medium,video,18-25,17,3,37.21324732824017,mobile,10,Y,Y
hard,video,36-45,19,7,23.422090501875562,mobile,20,Y,N
medium,video,46-60,8,3,27.92973616819219,desktop,8,Y,Y
easy,video,26-35,2,0,6.602385892163621,desktop,3,Y,Y
easy,combined,18-25,5,5,26.012854124555112,desktop,5,Y,Y
hard,reading,46-60,17,1,30.08861968956391,mobile,5,N,Y
medium,reading,46-60,18,1,32.02497114273827,desktop,20,N,N
hard,coding,46-60,13,1,34.546522944242085,desktop,10,N,Y
medium,video,18-25,2,7,32.930900918766866,desktop,15,Y,N
medium,coding,26-35,2,7,26.827875632811953,desktop,30,N,Y
medium,coding,18-25,10,4,33.4343393106518,desktop,5,Y,Y
easy,combined,36-45,12,4,42.02438391972298,desktop,20,N,Y
hard,video,18-25,0,5,28.854023120284268,mobile,1,N,Y
hard,reading,36-45,14,4,33.81113868998012,desktop,3,N,Y
easy,video,36-45,11,4,27.765947248030578,desktop,5,Y,Y
easy,combined,60+,0,7,22.238893002245145,desktop,8,Y,N
medium,video,18-25,2,5,36.27455600301125,mobile,8,N,Y
medium,combined,18-25,9,0,23.337288669957537,desktop,10,N,N
medium,video,18-25,15,3,34.63376281190629,mobile,5,Y,Y
medium,video,26-35,17,7,30.339064458120546,desktop,3,N,Y
hard,reading,46-60,9,3,26.35278388175828,desktop,15,Y,N
easy,coding,26-35,6,1,26.062286014240073,desktop,1,N,Y
medium,reading,18-25,20,6,23.90254809101176,desktop,20,N,N
medium,video,18-25,9,4,10.250385934931835,desktop,30,Y,N
medium,video,36-45,6,4,34.594741141940304,desktop,15,Y,N
hard,combined,26-35,9,3,32.77856190333985,mobile,10,Y,Y
easy,reading,26-35,0,0,40.196043029381926,mobile,15,N,Y
medium,reading,60+,6,3,23.62251717231846,mobile,15,N,Y
medium,coding,18-25,10,3,52.74460350572001,mobile,30,N,Y
medium,combined,18-25,19,7,25.443168625804404,mobile,30,N,Y
medium,video,18-25,15,2,19.49868429366365,desktop,8,Y,Y
hard,combined,18-25,16,1,18.07578096188802,mobile,15,N,N
